Rating,Working Capital,Column2,Column3,Column4,Column5,Quick Ratio,Column6,Column7,Column8,Column9,EPS,Column10,Column11,Column12,Column13,PE Ratio,Column14,Column15,Column16,Column17,Short to Long Term Debt,Column18,Column19,Column20,Column21,ROE,Column22,Column23,Column24,Column25,Current,Column26,Column27,Column28,Column29,Net Project Margin,Column30,Column31,Column32,Column33,Ave 30 day Volume,Ave 6 month Volume,Ave 3 month Volume,Volume 5day ave,PX 1 Yr Ago,PX 6 Months Ago,PX 3m ago,PX 1 Day ago
3,364.8,366.1,441.9,494.8,465.3,1.06,1.04,1.22,1.35,1.29,0.85,1.17,1.41,0.87,0,19.05,22.99,20.64,25.48,18.2,1518.8,1509.8,1507.5,1509.1,1507.3,81.29,75.15,70.82,57.06,51.73,1.75,1.71,1.9,1.98,2.02,12.24,14.95,17.59,11.22,0.06,218556.94,241797.2344,219146.3125,238214.5938,110.99,123.61,94.49,102.39
3,1781.69,1840.49,1486.11,1390.35,1391.3,1.3,1.28,1.02,0.96,0.96,0.97,1.21,1.15,0.75,1.11,22.65,27.29,26.6,26.35,20.61,4809.2,4827.04,4697.69,4677.96,4332.47,8,8.9,7.64,7.44,7.88,2.56,2.6,2.05,1.9,1.98,8.39,10.56,10.03,6.51,9.25,299095.28,359764.125,285115.1875,333966.4063,145.12,125.52,109,126.88
5,-2010,-1597,-1623,-2418,-1694,0.4,0.45,0.49,0.41,0.39,0.59,0.58,0.73,-0.2,0.14,16.38,15.57,17.55,18.85,17.33,20539,20911,21049,21271,21952,0.92,3.23,16.23,13.17,9.65,0.54,0.6,0.62,0.5,0.54,11.1,12.4,13.2,-4.15,2.73,1193136,1271255.125,1098719.5,1490789.25,43.73,47.55,41.36,39.92
5,866.5,866.9,1556.1,1350.9,2015.5,0.79,0.76,0.96,0.94,1.18,1.63,1.32,0.69,-0.02,1.59,14.3,14.98,15.19,16.38,13.16,3345.4,3434.5,3782.7,3453.5,3966.1,15.61,17.13,17.94,16.84,17.17,1.26,1.27,1.62,1.5,1.82,18.09,14.47,8.91,-0.27,16.5,229178.53,280935.2813,227254.1719,300539,84.69,98.36,78.03,101.14
3,-1840.9,-2265.3,-1658.9,-1396.2,-1006.9,0.7,0.67,0.68,0.76,0.73,1.18,1.69,1.33,1.9,1.19,12.4,13.74,13.18,13.37,9.01,7101.5,7264.5,6803.7,6848.1,6332.7,52.55,56.25,54.51,49.49,54.75,0.88,0.85,0.87,0.91,0.92,7.59,9.97,8.01,10.02,7.58,932211.69,788030.1875,771666.8125,941544.375,84.75,79.53,53.7,54.61
3,1298.69,1210.23,1249.03,1084.08,801.91,1.75,1.64,1.71,1.56,1.32,1.17,1.23,1.08,0.73,0.58,17.73,16.89,17.61,18.71,18.44,1606.34,1524.47,1525.55,1556.06,1770.21,43.61,43.68,41.05,35.33,30.46,1.91,1.81,1.87,1.7,1.44,4.31,4.33,3.81,2.61,2.05,896131.44,810951.5625,849798.5,1005960,84.9,76.51,72.39,79.18
4,-2747,-3359,-4461,-1862,-2512,0.31,0.25,0.22,0.49,0.28,0.24,0.23,0.22,0.27,-0.14,24.7,27.69,23.59,22.35,14.75,35671,35715,36069,33689,33495,4.71,6.89,6.28,6.48,3.95,0.45,0.41,0.35,0.63,0.55,16.21,16.12,15.74,18.2,-9.85,3391303.75,4370283,3604340.75,3679870.75,21.11,21.28,13.99,15.12
4,173.8,-157.6,-172.3,237.3,151.2,0.77,0.45,0.43,0.86,0.77,1.02,1.29,1.81,1.31,1.59,19.17,19.38,19.8,22.58,19.06,2842.1,2836.8,2821.5,3377.1,3295.5,12.42,11.92,11.89,11.68,12.7,1.36,0.79,0.78,1.48,1.32,15.23,18.03,24.1,17.44,20.75,300613.38,313866.375,302195.75,313385.8125,122.94,154.89,134.51,147.18
4,4116,4150,4222,4291,3853,2.68,3.34,3.16,2.74,2.33,0.7,4.78,2.89,1.18,1.44,29.55,13.98,10.51,11.16,9.67,994,1235,1251,1238,1220,20.53,36.56,44.02,44.99,47.51,2.82,3.52,3.32,2.84,2.45,16.88,117.54,63.35,21.72,30.14,1228757.5,1333393.375,1245994.375,1113006.625,93.6,108.78,106.51,133.84
4,1652.05,1802.37,1827.42,1620.26,1200.26,0.92,1.03,1.07,1.05,1.13,1.48,1.16,1.6,0.38,-1.88,6.98,6.5,8,9.52,12.32,2867.06,2888.69,2886.86,2931.21,2933.19,18.54,15.73,14.17,12.97,3.67,1.99,2.08,2.07,1.96,1.92,6.49,4.12,5.92,1.38,-8.96,623249.81,702687.5625,605321.5,602887,45.83,48,25.96,27.22
3,863,1371,13,222,3774,0.39,0.45,0.47,0.54,0.97,0.33,0.37,0.74,0.15,0.31,8.76,8.83,8.45,9.98,8.83,31777,31766,31292,29845,32779,-18.3,-18.93,-18.48,3.75,3.72,1.11,1.18,1,1.03,1.48,6.8,7.01,14.8,2.78,6.14,2220880.5,2876759.75,2293373.5,2125513.25,30.99,31.31,25.91,31.81
4,-905,-168,-193,63,-180,0.2,0.22,0.24,0.25,0.34,1.49,1.05,0.91,1.23,1.23,18.24,20.1,20.52,21.82,19.18,3985,3893,3865,3779,4476,9.41,9.74,9.64,13.94,13.39,0.84,0.96,0.95,1.01,0.97,38.96,27.93,23.73,31.27,28.96,337388.69,444433.8125,367763.4063,374000.5938,101.05,108.21,101.59,120.06
4,-284.1,-255.9,-348.4,-649.7,-199.2,0.62,0.65,0.62,0.68,0.67,-0.02,0.44,0.43,0.85,0.01,11.63,12.55,12.18,13.17,9.22,5422.8,5495.4,5311.2,5023.1,5867.6,28.26,28.92,28.36,25.38,27.59,0.96,0.97,0.95,0.93,0.97,-0.34,6.73,6.79,11.33,0.2,1283167,1345145.375,1283310.75,1327403.625,23.36,22.93,15.02,17.06
4,520.2,641.6,1341.6,1009.7,1172.3,0.3,0.3,0.47,0.37,0.41,6.5,-1.28,-2.74,1.88,2.08,20.2,21.99,22.61,21.1,16.01,13616.5,14000.2,13535.4,12937.3,12744.8,33.48,21.53,6.82,7.22,-0.1,1.16,1.22,1.61,1.41,1.51,68.97,-11.7,-22.41,18.03,20.94,362290.16,431709.5,373838.3438,470306.4063,197.49,190.4,142.26,185.8
3,792,802.7,683.8,610,927.3,1.05,1.07,0.97,0.87,1.23,0.46,0.64,0.74,0.64,0.34,17.45,15.74,16.22,19.65,10.94,2618.2,2589.5,2409.7,2282.7,2623.9,24.19,24.54,24.79,27.04,26.17,1.91,1.89,1.74,1.66,2.08,5.3,7.11,8.04,7.58,4.37,548634.13,525516.4375,570468.4375,342699.4063,38.9,50,25.33,34.34
4,130,137,172,-524,-554,0.85,0.86,0.86,0.62,0.6,0.12,0.35,-1.33,-0.31,-0.05,17.41,16.05,25.29,77.01,110.88,9210,9174,8990,8789,8882,-21.03,-20.18,-40.76,-16.46,-19.69,1.07,1.07,1.1,0.79,0.78,2.75,7.56,-29.21,-6.45,-1.15,1414607.25,1157625.375,1246514,1276944.375,23.02,20.49,13.17,14.72
4,1366,1129,664,967,926,0.16,0.16,0.15,0.17,0.15,2.21,1.06,0.58,4.2,2.36,25.59,26.76,26.88,24.92,20.04,5824,5569,6973,6745,6939,7.39,8.34,8.81,10.39,10.43,1.08,1.07,1.04,1.06,1.05,12.41,6.74,3.77,20.22,12.37,384888.31,446675.75,450883.9063,382676.4063,195.84,204.58,175.36,196.6
4,-1362.84,-2277.65,-1835.26,-480.99,11.3,0.6,0.54,0.48,0.77,0.85,0.73,0.68,0.74,0.77,0.14,11.07,14.44,13.39,13.7,7.81,15871.21,15848.73,14472.96,14282.3,14291.61,19.01,16.64,14.63,13.88,10.99,0.73,0.63,0.6,0.89,1,10.66,9.87,11.15,12.02,2.27,1338858.75,1274946.875,1240800,1580077.625,39.81,35.64,21.11,33.06
4,-390.04,-362.85,461.07,155.5,-331.06,0.8,0.82,0.94,0.85,0.72,2,3.03,2.61,2.72,1.73,30.02,33.03,31.91,30.77,20.85,4594.47,4696.77,4567.69,5135.39,5256.31,21.8,24.54,25.77,25.39,27.5,0.91,0.92,1.12,1.03,0.93,27.68,40.43,33.16,33.7,22.25,235969.14,278630.125,212881.8438,223633.7969,291.77,289.19,206.09,254.84
4,571.2,577.16,535.2,510.32,503.98,5.5,5.72,4.81,4.19,4,1.64,1.97,0.29,1.53,0.71,56.02,58.84,40.72,37.74,32.77,0,13.67,12.7,12.62,12.22,31.85,29.88,24.75,25.83,20.28,6.39,6.76,5.77,5.04,4.82,35.72,42.82,6.38,31.24,15.39,208337.73,258999.0156,203598.2969,199953.5938,261.47,179.04,150.26,263.84
3,1834.6,1940.4,1945.7,1912.5,1883.9,1.76,1.88,1.82,1.68,1.71,0.17,0.36,0.37,0.31,0.35,27.78,27.93,27.37,30.71,22.59,711.2,736.2,685.4,590.6,699.1,33.78,32.35,31.87,31.84,31.64,4.31,4.68,4.51,4.51,4.25,14.82,14.95,15.48,13.99,14.82,1828668.88,1948686.5,1765147.875,1958799.625,32.09,36,32.18,44.04
4,925,947.5,942.4,1004.4,913.7,1.02,1.08,1.06,1.19,1.06,0.18,0.16,0.38,0.46,-0.63,35.46,33.47,27.47,27.49,33.32,1733.2,1656.6,1575.7,1598.6,1562.5,-17.85,2.05,3.18,5.15,1.71,2.06,2.08,2.08,2.01,2.02,4.14,3.61,8.83,9.2,-16,851635.13,880706.125,936549,845079.375,57.8,56.61,37.73,44.18
4,283.2,98.7,65.5,86.8,353.5,0.7,0.65,0.64,0.65,0.77,-1.74,1.7,1.72,1.92,1.61,20.84,21.04,19.61,21.45,14.82,2267.4,2215,2143.4,2079.8,2820.3,18.76,23.33,22.64,28.12,54.01,1.14,1.04,1.03,1.04,1.14,-8.44,7.99,8.21,9.17,7.79,191418.17,196818.7031,171204.2813,263306,120.48,126.89,100.42,117
3,5163,4382,4472,4628,5453,2.59,2.26,2.23,2.24,2.61,0.77,0.9,0.9,0.72,0.67,18.87,16.27,15.06,16.46,12.94,1611,1654,1700,1711,3399,18.28,19.57,19.33,16.41,16.26,2.9,2.55,2.53,2.55,2.9,10.73,12.29,11.7,9.22,8.69,1519688.38,1673126.5,1627713,1550685.375,64.71,60.75,48.45,56.08
4,920.9,866,774,733.9,743.4,1.75,1.66,1.54,1.49,1.54,0.53,0.61,0.53,0.56,0.32,20.94,18.89,19.74,21.36,18.72,337.8,410.5,371,334.7,391.2,25.14,24.44,23.74,21.87,19.75,2.25,2.19,2.06,1.96,2.06,11.94,13.34,11.99,12.16,8.12,359742.13,524996.8125,420506.75,405540.8125,47.01,47.65,38.22,47.32
3,-90.2,-716.3,-677.3,-650.9,-474.7,0.39,0.26,0.23,0.25,0.27,1.07,0.63,1.36,1.85,1.64,17.58,17.15,16.84,15.81,16.65,6089.1,5910.8,5942.5,5878.6,5574.2,7.93,6.46,6.7,6.9,7.69,0.95,0.69,0.7,0.72,0.77,6.03,3.76,8.69,10.79,9.5,350913.13,375002,372634.4375,324680.4063,119.49,103.71,115.19,105.02
4,-3240,-3057,-2979,-2978,-3213,0.53,0.55,0.57,0.58,0.61,0.7,1.37,1.24,0.98,-0.18,12.33,11.76,12.08,12.61,10.41,4684,4611,4381,3996,6349,24.62,24.05,24.31,23.38,19.29,0.63,0.65,0.65,0.67,0.69,7.52,12.54,11.69,8.97,-2.22,3610643,2656969,3645603,3154659.5,51.88,54.13,30.7,34.12
3,1315.19,1350.45,1347.46,1392.48,1319.48,1.27,1.33,1.28,1.32,1.23,0.44,0.44,0.52,0.53,0,23.46,25.67,22.15,23.59,12.52,1662.56,1647.64,1541.89,1564.88,1549.96,9.6,12.35,14.71,14.78,11.7,2.17,2.28,2.29,2.25,2.19,6.43,5.88,6.87,6.53,-0.07,539507.38,423886.3438,457509.875,427591.5938,53,49.78,26.18,28.34
4,303.68,420.76,308.86,352.54,144.4,1.01,1.08,0.99,1.04,0.91,2.57,2.67,1.1,2.81,1.64,13.89,13.12,15.04,14.32,10.84,4236.17,4481.09,4277.7,4310.65,4147.1,14.74,14.95,13.5,14.92,13.23,1.18,1.27,1.19,1.23,1.09,8.35,8.35,3.44,8.47,5.02,242471.91,236556.4063,206215.9219,259628.2031,131.38,141.86,96.5,93.61
4,-1589.72,-1387.09,-1449.24,-1675.64,-931.14,0.52,0.52,0.53,0.52,0.56,0.13,1.44,0.64,0.91,4.68,13.67,14.03,12.59,12.62,12.49,4642.87,4506.07,4493.41,4706.66,4671.15,30.44,31.41,29.44,21.63,48.6,0.95,0.95,0.95,0.95,0.97,0.06,0.67,0.29,0.39,2.03,341955.19,436490.375,364594.2188,380640.5938,87.97,85.24,86.29,100.09
4,-1124,1990,2571,3065,2565,0.52,1.5,1.65,1.75,1.62,0.82,0.9,1.17,1.05,0.85,24.63,26.67,26.66,26.04,21.22,10754,13128,13836,13943,13452,30.11,28.08,26.93,25.03,25.6,0.69,1.7,1.86,1.97,1.84,9.39,9.66,12.48,11.62,9.68,629125.13,789112.0625,681384.5,691763.8125,116.48,115.93,91.29,104.97
4,2929,2607,2432,3395,3552,1.17,1.05,0.99,1.18,1.18,1.53,0.43,1.65,1.55,-0.02,31.09,34.13,35.4,28.63,24.15,3399,3412,6096,7871,8860,39.01,39.34,42.08,41.98,29.23,1.69,1.57,1.53,1.69,1.63,14.82,4.37,15.28,12.05,-0.18,426017.59,594161.0625,465529.1875,357983.8125,185.35,207.36,160.5,191.61
4,550,1058,1476,1978,1751,0.97,1.08,1.24,1.29,1.4,0.53,1.33,0.35,0.68,0.55,12.87,10.21,8.38,9.65,5.43,16940,17265,16299,16372,15874,8.8,14.47,15.7,16.88,17,1.16,1.27,1.52,1.61,1.61,14.19,32.83,9.78,16.56,14.05,1196098.5,1254731.75,1064008.125,1091731.625,28.72,29.96,18.08,18.93
3,1341.06,1686.44,1685.86,1544.5,1411.83,0.47,0.52,0.5,0.46,0.46,1.1,1.54,1.56,0.06,0.94,19.72,18.28,17.6,18.78,12.37,4400.53,4830.49,4489.86,4522.4,4438.82,22.49,22.06,22.03,17.43,17.18,1.2,1.26,1.26,1.24,1.21,3.38,4.55,4.54,0.19,2.99,267845.66,331548.8438,283290.625,313389.1875,105.6,102.1,67.1,86.84
4,-6772.82,-6303.17,-5909.58,-6790.27,-4388.17,0.08,0.08,0.09,0.07,0.46,1.19,2.26,4.21,1.31,-6.91,12.81,13.25,11.56,14.35,32.19,11081.55,11651.44,11398.1,11733.49,16711.73,16.81,16.57,16.48,16.15,1.72,0.16,0.17,0.17,0.15,0.51,10.23,16.85,27.72,10.85,-71.06,3265778.75,2893648.75,3661689.5,2346574.5,115.4,131.63,29.61,49.51
4,-714.92,-872.39,-453.59,-1048.34,-1217.18,0.23,0.24,0.34,0.19,0.18,0.16,1.28,2.78,0.57,0.27,21.04,21.88,23.03,19.97,16.54,5499.3,5682.85,5571.06,5811.82,6109.88,10.24,9.8,9.18,10.11,10.27,0.55,0.54,0.71,0.5,0.47,2.42,16.58,26.22,9.54,4.53,447209.88,426640.9688,401999.4688,338431.8125,95.29,88.9,74.33,76.03
3,1758,1714.6,307.6,842.6,1035.9,0.11,0.13,0.25,0.1,0.12,1.74,1.1,1.35,1.51,1.91,29.98,30.43,29.14,29.84,23.35,2002.3,2264.2,6000.1,2469.3,2464,42.22,45.24,47.21,48.64,47.13,1.04,1.05,1.01,1.02,1.03,19.69,13.59,16.66,17.76,20.28,908675.94,1081731.625,968066.5625,754439.8125,164.84,170.19,139.65,150.54
4,586,446,424,309,245,1.13,1.12,1.07,0.8,0.81,0.4,1.28,0.29,0.26,0.31,32.24,29.1,27.82,26.86,15.68,4988,4987,4971,4240,4749,9.68,13.65,15.18,16.84,16.58,1.71,1.43,1.34,1.46,1.2,8.99,18.84,6.26,5.24,7,645020.69,734710.75,667308.5,840021.8125,46.3,46,27.5,29.38
3,631.29,655.41,653.74,688.16,693.3,1.22,1.22,1.19,1.17,1.21,0.94,0.98,1.02,0.99,0.79,17.53,14.98,14.39,16.19,10.04,277.29,270.57,272.13,273.83,276.29,40.87,40.85,40.8,41.18,39.38,1.7,1.72,1.67,1.73,1.76,7.48,7.56,7.55,7.34,5.97,457742.84,410033.1875,446429.9375,534354,57.91,62.81,38.15,51.72
4,280,330,-18,-41,122,0.87,0.83,0.73,0.75,0.48,0.28,0.33,0.48,0.25,-2.44,22.02,19.71,19.11,16.52,7.03,14915,15436,15766,16119,16014,5.44,9.8,11.23,10.42,-11.86,1.09,1.11,0.99,0.99,1.03,7.58,6.97,9.85,4.86,-55.33,2508271.5,2089032.625,2230942.25,2395733.75,29.44,26.75,15.3,19.46
3,3041.4,2769.1,2802.6,2723.6,2905.1,1.53,1.11,1.06,0.85,1.17,1.68,1.03,1.13,0.65,1.67,22.1,20.18,20.18,29.9,28.15,996.8,2201.7,2205.9,2151.6,2243.2,18.47,17.76,17.99,17.74,16.8,5.24,4.17,4.22,4.1,3.99,15.49,12.48,13,7.73,14.82,657884.81,667610.125,587340.6875,429993.8125,94.48,133.65,128.17,122.22
4,6082.33,6086.79,6098.3,5762.6,5628.68,1.59,1.63,1.64,1.62,1.65,1.63,1.26,0.9,0.35,0.07,7.2,7.5,8.52,12.45,7.97,4407.94,4465.26,4539.07,4560.76,4325.84,26.17,22.39,17.8,12.55,7.73,3.37,3.56,3.36,3.34,3.54,8.23,6.56,5.03,2.1,0.36,687640.81,826904.875,751611,825008.375,55.31,53.93,37.51,41.4
4,-305.28,-401.68,-626.22,-713.17,-382.21,0.66,0.63,0.55,0.54,0.62,0.1,0.32,0.37,0.13,0.22,30.93,28.73,28.16,34.93,19.67,10353.82,10382.16,10458.25,10616.51,10825.38,17.17,18.62,22.48,16.08,20.94,0.8,0.75,0.66,0.63,0.76,2.81,8.66,10.14,3.49,5.99,944714.94,894508,826276.125,1150969,31.59,31.17,23.31,26.16
4,-323.5,-210.5,-142.6,-746.9,-783.9,0.58,0.65,0.74,0.37,0.46,0.82,0.92,0.2,0.81,1.05,36.4,39.76,43.28,40.05,36.29,2891.3,2787.8,2945,3399.7,3333.7,27.56,27.87,22.06,20.77,22.92,0.69,0.77,0.85,0.5,0.51,21.5,23.05,5.04,19.53,24.89,440159.81,424825.1875,405607,484197.5938,148.87,152.94,147.74,173.11
4,-1385,-1316,-1144,-1164,-1158,0.53,0.57,0.6,0.58,0.64,0.03,2.12,2.61,1.47,-1.89,12.48,12.76,11.33,10.53,6.4,3682,3523,3353,3207,3903,12.16,13.38,15.19,19.03,13.74,0.59,0.63,0.66,0.64,0.69,0.21,11.45,13.48,8.12,-14.18,777852.38,629205.1875,690771.875,676110.8125,64.07,66.6,26.67,36.49
4,550,1058,1476,1978,1751,0.97,1.08,1.24,1.29,1.4,0.53,1.33,0.35,0.68,0.55,13.68,11.01,9.06,10.36,6.02,16940,17265,16299,16372,15874,8.8,14.47,15.7,16.88,17,1.16,1.27,1.52,1.61,1.61,14.19,32.83,9.78,16.56,14.05,1728398.75,1674752.875,1675144.375,1627708.375,31.26,31.96,19.65,20.79
4,732.67,432.84,406.06,586.96,156.73,1.52,1.22,1.17,1.32,0.93,1.94,1.43,1.57,1.62,1.01,18.21,16.99,17.31,17.95,14.93,0,0,0,384.82,802.45,37.31,32.24,28.08,23.68,19.66,1.68,1.4,1.37,1.51,1.13,21.3,15.25,16.06,17.31,10.52,324728.53,366358.5313,367392.0625,428480,147.66,138.25,112.69,138.52
4,439.88,397.3,126.89,240.21,154.61,2.22,1.81,0.82,1.24,0.87,0.62,0.43,0.22,0.36,0.14,16.64,12.7,9.47,10.77,16.99,1261.36,1259.13,1257.4,1255.83,1255.78,29.72,37.39,37.57,32.13,21.04,2.83,2.7,1.43,1.73,1.4,40.95,33.89,21.06,31.85,13.95,1678808.13,2148251.75,1649605.375,1882606,23.64,17.42,18.28,17.74
4,-2023.3,-2096.9,-1523.5,-1458.6,-226.7,0.33,0.34,0.41,0.38,0.7,0.73,0.78,0.93,0.91,0.77,26.14,27.6,26.86,26.88,22.29,8645.1,8697.6,8881.2,8952.5,9234.7,13.06,13.29,13.65,13.38,13.54,0.42,0.41,0.49,0.52,0.89,9.48,9.65,11.27,11.23,9.64,424089.19,494118.9063,430032.8125,564849,87.5,90.6,74.11,81.23
4,12024,13495,14187,14483,15308,1.69,1.9,1.95,2.02,2.05,0.95,0.87,0.64,1.02,1.43,22.71,23.62,25.79,26.34,20.2,25030,25324,27240,26637,26596,9.83,9.19,8.79,9.32,10.46,2.36,2.59,2.67,2.77,2.75,16.82,14.39,11.53,17.7,24.82,1847501,1942134.875,1755949.625,1894734.625,98.11,114.89,94.09,93.16
5,5860,5644,5437,5208,4512,1.04,1.01,0.96,0.97,0.9,0.06,-0.02,0.11,0.07,-15.64,22.29,25.63,27.39,20.63,11.86,8045,7979,7822,7464,6495,0.99,1.07,1.18,0.65,-69.8,1.65,1.6,1.58,1.52,1.44,0.57,-0.15,0.97,0.76,-188.2,2302869.25,2181547,2010691.25,2279977.5,24.55,25.52,11.75,15.41
5,-633,-543,677,-127,1214,0.32,0.33,0.4,0.55,0.61,-3.49,-0.48,2.82,-2.38,-47.49,25.6,27.17,22.88,28.66,13.44,4708,4528,4440,3989,3956,5.43,3.75,7.18,-3.84,-70.22,0.62,0.61,1.51,0.89,2.16,-62.95,-9.01,50.36,-39.09,-826.09,718592.56,679942.0625,615445.3125,672124.8125,100.93,91.93,48.04,51.47
3,1230.34,1283.44,1207.05,1188.13,1413.27,0.68,0.71,0.71,0.66,0.82,0.73,0.77,0.96,2.27,0.91,18.49,20.99,18.37,18.98,13.82,1538.3,1471.6,1339.14,998.35,1583.36,17.74,16.68,17.16,23.32,24.78,1.65,1.7,1.63,1.58,1.64,4.65,4.68,5.6,12.36,5.36,706851.25,672108.1875,692900,632836.625,69.16,67.29,47.14,59.07
5,473,943,177,7391,3045,0.98,1.01,0.95,1.49,1.02,1.26,1.2,0.23,0.5,0.08,18.97,16.34,11.86,13.76,15.39,7554,7881,7818,14509,18271,11.36,11.22,11.78,11.26,4.82,1.04,1.07,1.01,1.57,1.14,2.83,2.7,0.5,1.11,0.18,1106287.75,1446138.875,1008496.75,2363462.5,51.48,63.03,60.12,66.52
4,704.4,591.2,278.1,-396.2,-417.7,0.51,0.5,0.34,0.33,0.3,0.5,0.26,0.36,0.53,0.42,12.86,13.14,15.51,17.76,15.81,11127.6,10677.3,10795,10745.6,10283.5,11.2,12.26,12.06,10.82,10.1,1.31,1.28,1.11,0.88,0.87,8.94,4.84,7.27,9.24,8,1255861.88,1285507.25,1057243.375,1556192.625,28.06,33.52,31.3,35.41
3,2105,1843,1838,1706,1880,0.34,0.19,0.22,0.12,0.26,1.68,0.38,1.52,0.79,1.72,12.22,8.51,9.24,9.93,2.99,3499,6033,6049,6103,6124,14.62,14.58,13.45,12.92,12.59,1.77,1.66,1.65,1.42,1.68,3.99,1.52,5.44,2.66,3.88,1909055.13,1529637.625,1890168,1326071.75,48.28,50.06,14.15,20.58
4,917.5,965,1054.3,842.7,1018.6,0.94,0.91,0.95,0.9,0.92,1.04,1.35,1.39,1.29,1.18,21.94,24.1,25.32,27.88,17.59,3453.5,3437.7,3396.7,3478.5,3601.4,69.53,69.08,67.8,76.14,82.75,1.29,1.28,1.33,1.24,1.28,3.86,4.25,4.11,4.09,3.83,469176.81,525460.4375,438747.9375,670442.625,113.79,141.08,95.84,117.11
3,1112.7,1111.81,1259.43,1280.2,1176.51,0.94,0.89,1.05,1.05,0.96,0.05,-0.04,0.23,-0.03,-1.3,73.22,78.59,59.14,77.39,34.29,1292.29,1309.28,1299.93,1299.22,2236.79,0.32,4.26,5.37,4.42,-28.89,2.02,1.83,2.05,1.9,1.7,1.87,-1.46,7.16,-1.06,-63.39,1997269.5,1713920.625,1729457.5,1766876.75,25.9,20.44,8.99,9.58
4,6901,6946,7158,7613,8829,0.29,0.3,0.31,0.26,0.44,0.41,0.42,0.72,0.9,0.69,13.45,14.88,15.43,14.62,10.07,10701,10269,9719,9877,13490,8.77,7,6.29,7.22,8.12,1.52,1.55,1.6,1.55,1.51,1.52,1.44,2.43,3.09,2.61,855510.06,982191.0625,855479.125,996050.8125,41.94,45.66,35.78,39.56
3,-1864.4,-1479.9,-1601.7,-1511.1,-1630.9,0.27,0.35,0.32,0.33,0.33,0.7,1.52,-1.86,0.76,-0.54,11.67,11.77,13.04,11.75,9.41,10290.9,9720.8,9417.5,9203.8,9633.9,7.31,6.52,1.14,1.8,-0.2,0.56,0.64,0.59,0.59,0.59,6.57,11.17,-14.18,6.58,-5.56,811912.31,650464.75,653139,849259.375,56.85,54.63,42.9,35.34
4,-2495,-1632,-2245,-2803,-1585,0.1,0.09,0.12,0.06,0.18,1.54,1.54,1.83,1.4,1.65,14.85,15.43,17.92,20.53,14.5,13445,14477,13629,13880,13974,25.61,27.07,27.42,28.69,28.37,0.83,0.88,0.84,0.83,0.89,3.48,4.51,5.09,3.83,3.56,1188457.88,1409605.125,1244976.125,903800.625,88.64,123.58,97.51,119.12
4,1357,843,616,449,797,0.4,0.33,0.34,0.23,0.42,2.73,0.99,0.89,1.11,2.87,13.25,12.62,12.16,15.07,9.52,1388,4019,4134,4097,4069,42.32,44.91,46.82,49.89,45.42,1.18,1.12,1.08,1.05,1.1,4.97,2.9,2.5,3,4.9,653394.63,685424.6875,636227.375,711836.8125,71.89,87.91,60.15,87.45
4,546.3,331.3,308.4,312.9,656.8,1.03,0.76,0.75,0.78,1.22,0.3,0.67,0.55,0.58,0.43,20.9,17.28,17.28,19.86,12.41,1448.3,1297,1201.5,1109.2,1533.5,8.98,19.95,18.71,18.77,20.04,1.77,1.47,1.44,1.42,1.96,7.45,14.3,12.93,12.95,10.24,385381.88,469000.9375,390863.6875,463498.8125,38.18,45.66,30.84,37.42
4,1329.3,1375.8,1357.8,1432.9,1381.2,1.45,1.48,1.4,1.49,1.45,3.21,3.27,2.99,3.12,2.52,12.87,13.51,12.69,13.68,9.17,1153.8,1181.2,1247.1,1219.6,1172.8,22.12,21.83,21.58,21.31,20,2.42,2.48,2.37,2.51,2.5,17.66,17.42,16.7,16.42,14.63,167050.23,160148.6563,169835.8438,169679.4063,161.7,165.86,106.06,135.99
4,3076.57,3451.75,3388.2,3488,3907.65,3.54,3.51,3.2,3.33,3.27,1.05,1.04,0.22,2.26,2.32,20.03,19.09,17.26,53.43,42.93,667.11,656.95,649.8,673.17,532.95,60.5,57.12,52.55,22.37,27.02,3.78,3.74,3.44,3.61,3.54,31.29,28.41,6.06,41.27,39.78,874484.81,769628.4375,812711.0625,740306.8125,178.34,224.03,255.3,291.1
3,568,710,307,991,1052,0.89,0.95,0.85,1.04,0.98,0.02,-0.09,-0.39,0.15,-1.24,23.15,24.76,31.77,34.79,9.5,1546,1453,2840,2727,2520,-1.75,1.68,-1.92,-2.01,-10.78,1.15,1.21,1.09,1.36,1.39,0.41,-2.07,-9.7,3.43,-32.22,1055640.38,1115267.625,1018957.063,920818,13.46,14.36,8.93,12.03
4,490.2,239.7,54.2,-114.2,106,1.54,1.17,0.92,0.76,0.97,1.49,1.59,0.49,0.09,1.46,24.63,31.52,32.3,31.22,22,1174.4,1470.4,2013,2101.6,2406.6,41.67,43.39,38.8,37.49,33.71,1.7,1.3,1.05,0.9,1.08,14.06,15.13,5.89,1.04,13.35,221663.59,291942.0938,231250.4688,298676.4063,132.45,125,98.61,128.22
5,5567,5263,4903,5809,2733,0.81,0.81,0.78,0.76,0.3,0.34,1.47,1.48,2.58,-4.54,12.82,14.32,15.65,15.81,43.49,11376,10836,10875,10962,12730,12.94,11.88,10.76,11.14,2.14,1.43,1.42,1.4,1.44,1.31,0.61,2.22,2.36,4.01,-8.93,1149536.38,1301420.25,1208530.625,1136619,81.84,91.53,46.1,56.34
